uid,DT,DF,DL,DP,DC,BD,SL,TL,RL,LE,NQ,BT,DR,HR,DW,DG,SR,NDVI,RD,SB,GVI,SVI,RS,VMI,VHI,SDI,PD,WE
1,833.108236,927.675188,1460.521521,407.253876,885.304206,0.209392175,0,1,0,0,0.037638,0.433333,1.53647,134.947998,416.229091,0.148916,1,0.3444,27.900964,13.950482,0.451173,0.084959546,0.04908546,0.19275011,0.020360336,0.791776305,24.8006,1
2,783.236611,885.688905,1411.13496,400.6891,839.113059,0.207355882,0,1,0,0,0.037638,0.433333,1.53647,134.947998,389.735446,0.062727,0.5,0.3444,50.314424,12.578606,0.451173,0.091570615,0.048760923,0.194533795,0.024186962,0.795911025,24.8006,1
3,745.586261,939.922194,1331.261179,250.670595,866.566499,0,0,0.573352,0,0.68498,0.047007,0.60119,1.11159,291.817993,236.030212,0.405180135,1,0.4316,50.043234,25.021617,0.244025,0.703903,0,0.03323,0,0.468075961,16.478351,2
4,747.943449,906.498002,1348.941306,300.51028,839.907318,0,0,0.501624,0,0.704888,0.060872,0.69,1.156933,228.182332,278.065521,0.452509697,0.75,0.4316,71.488733,5.499133,0.199823,0.707452,0,0.056975,0.000211,0.48805442,15.7271,2
5,739.009217,874.656232,1354.459908,350.395646,815.445344,0,0,0.433555,0,0.705901,0.094347,0.856504,1.246983,232.626668,322.382702,0.509516639,0.333333,0.4316,74.91529,5.762715,0.182567,0.722348,0.005832392,0.082209,0.00048,0.466578936,15.7175,2
6,733.382468,844.575882,1361.79317,400.309618,793.383838,0.003817134,0,0.504284,0,0.693535,0.072532,0.714048,1.29995,234.059001,367.772434,0.494283873,0.5,0.3444,72.248175,4.816545,0.133991,0.72112,0.177399963,0.059178,0.016146,0.475887807,15.7175,2
7,731.139566,816.451662,1370.911971,369.095618,773.92811,0,0,0.645813,0,0.65,0.060346,0.63869,1.19305,311.677002,413.187691,0.354184691,0.5,0.2573,50.99257,12.748143,0.083417,0.732296,0.132161329,0.065791,0.009991,0.459337487,15.827,1
8,732.311604,790.492386,1381.780962,327.951282,757.279027,0,0,0.601777,0,0.580234,0.046622,0.449256,1.136547,266.591995,410.457372,0.139332934,0,0.2573,101.747629,5.087381,0.121658,0.733323,0.049109949,0.089767,0.00461,0.453830754,16.214499,1
9,736.882287,766.917928,1394.359215,289.607513,743.625128,0,0,0,0,0,0.025254,0.329167,1.09855,247.664993,363.293977,1,0.5,0.2573,18.375927,4.593982,0.451173,0.08771493,0.050287955,0.188217282,0.024900552,0.792660313,16.601999,1
10,696.002931,904.056035,1285.920733,259.868779,825.399712,0,0,0,0,0,0.040663,0.4218,1.2383,192.382004,210.611781,1,0.333333,0.4316,10.86772,5.43386,0.4512,0.086538633,0.283596637,0.193574635,0.077556938,0.789257583,16.28065,2
11,687.303252,722.514146,1346.260147,258.108954,695.216167,0,0,0,0,0,0.025254,0.329167,1.09855,247.664993,348.803421,1,1,0.2573,33.555302,8.388826,0.18145,0.73982,0.276553556,0.039668,0.017202,0.447905667,16.601999,1
12,695.773657,700.222527,1361.005282,218.953649,683.982693,0,0,0,0,0,0.025254,0.329167,1.09855,247.664993,300.285008,1,0.5,0.2573,51.931229,12.982807,0.175844,0.731754,0.365756824,0.038539,0.02211,0.4589362,22.1395,1
13,707.683688,680.879199,1377.408572,185.097727,676.268534,0.075424552,0,0,0,0,0.025254,0.329167,1.09855,247.664993,252.345687,1,0.666667,0.2436,51.931229,12.982807,0.199715,0.734308,0,0.034968,0,0.457123302,29.36125,1
14,722.86335,664.741589,1395.411541,159.942605,672.194864,0,0,0,0,0,0.025254,0.329167,1.09855,247.664993,205.391347,1,0.5,0.23,47.648851,23.824425,0.204936,0.733063,0,0.037492,0,0.46113636,31.0455,1
15,741.111761,652.047757,1414.953131,147.993598,671.82791,0,0,0,0,0,0,0,0,0,160.289941,1,0.5,0.23,0,0,0.451173,0.086790122,0.056576058,0.195618683,0.019333456,0.796908067,32.2244,1
16,646.483788,869.586624,1240.938329,277.898934,785.259112,0,0,0,0,0,0.040663,0.4218,1.2383,192.382004,189.69584,1,0,0.3657,50.032065,12.508016,0.345803,0.568051,0,0.032746,0,0.605371048,16.08295,2
17,695.440075,603.348871,1369.405391,98.233525,621.852015,0,0,0,0,0,0.025364,0.304167,1.08198,232.149994,142.73813,1,0,0.23,93.526841,8.50244,0.17051,0.716971,0.000979974,0.063315,0.000062,0.480938237,28.063801,1
18,717.880296,593.56108,1391.11111,104.73917,625.465214,0,0,0,0,0,0.008498,0.166667,1.00001,176.248001,94.24138,1,1,0.23,51.476453,12.869113,0.151838,0.695403,0,0.029507,0.005071,0.506500438,28.063801,1
19,743.012341,587.877242,1414.25214,131.494342,633.019384,0,0,0,0,0,0.008498,0.166667,1.00001,176.248001,48.8743,1,1.25,0.203,51.476453,12.869113,0.139061,0.711326,0.05242286,0.035304,0.00193,0.489313743,28.7164,1
20,770.572878,586.416702,1438.759226,169.148545,644.375935,0,0,0,0,0,0.008498,0.166667,1.00001,176.248001,28.18687,1,1,0.1759,47.194717,11.798679,0.152048,0.726442,0,0.029331,0,0.465093652,29.0809,1
21,328.742365,1121.456279,640.412959,19.163592,974.337492,0.148780896,0,0,0,0,0.019135,0.388889,1.02893,219.246002,0,0,0,0.0512,51.690313,25.845157,0.190743,0.427292,0.36262683,0.107728,0.056523,0.772176772,44.000301,3
22,597.044803,831.942952,1195.516599,303.189467,746.310299,0,0,0,0,0,0.040663,0.4218,1.2383,192.382004,168.780429,1,0,0.2999,50.032065,12.508016,0.42358,0.534105,0,0.026526,0.000047,0.571933133,15.6437,2
23,730.186836,536.421598,1395.781814,146.147017,596.294838,0.0220644,0,0,0,0,0.008498,0.166667,1.00001,176.248001,0,1,1,0.1977,4.281736,1.070434,0.451173,0.085937084,0.048742321,0.189221698,0.019321784,0.793679894,28.621225,1
24,761.396297,539.47477,1422.366291,194.111872,612.43313,0.022443476,0,0,0,0,0.008498,0.166667,1.00001,176.248001,0,1,0.5,0.1977,51.476453,12.869113,0.171849,0.737301,0,0.039762,0.00057,0.454630511,31.247551,1
25,792.207364,547.099556,1450.187871,242.898923,632.124311,0.027286712,0,0.202957,0,0.525576,0.008498,0.166667,1.00001,176.248001,0,0.769108871,0.5,0.1977,51.457573,12.864393,0.170694,0.734803,0,0.039437,0,0.457976317,50.227551,1
26,824.900414,559.108952,1479.176749,292.096483,655.048052,0.114698885,0,1,0,0,0.008498,0.166667,1.00001,176.248001,0,0.236756,0.5,0.1977,51.362615,12.840654,0.180448,0.678115,0.128023382,0.044533,0.005569,0.530386145,54.581551,1
27,859.260659,575.228404,1509.265666,341.527193,680.87793,0.017122554,0,1,0,0,0.009201,0.240741,1.414387,198.769669,4.225334,0.476994,2,0.2048,79.623647,6.124896,0.22656,0.627024,0.398212054,0.032662,0.021739,0.582621513,58.935551,1
28,285.44001,1077.525788,590.746732,68.798285,927.515663,0,0,0,0,0,0.019135,0.388889,1.02893,219.246002,0,0,0,0.0512,53.826125,13.456531,0.71311,0.041789,0.421432425,0.075163,0.055558,0.511098194,0,4
29,547.707682,786.007517,1145.61717,286.923247,708.749779,0,0,0,0,0,0.044491,0.437665,1.225472,210.343002,153.775523,1,0.5,0.2999,100.037461,5.001873,0.310061,0.6187,0.024970382,0.042836,0.001096,0.580276088,15.6437,2
30,824.428138,528.91521,1470.054969,338.213755,639.485687,0.090335686,0,1,0,0,0.01409,0.388889,1.1759,199.990005,0,0.653161,1.5,0.207,21.284171,5.321043,0.451173,0.085305084,0.054211533,0.186409041,0.017925374,0.789663946,64.182701,1
31,861.713375,550.487235,1501.992213,388.212586,669.663161,0.006933938,0,1,0,0,0.01409,0.388889,1.1759,199.990005,0,0.977667,1,0.1945,46.991145,11.747786,0.308815,0.552082,0,0.038205,0.003833,0.647080608,64.273201,1
32,244.704834,1034.14673,541.141983,118.739904,881.043166,0,0,0,0,0,0.019135,0.388889,1.02893,219.246002,0,0,0,0.0512,5.482681,1.37067,0.544407,0.314229,0.399008557,0.068135,0.040405,0.63531243,0,4
33,216.974681,1009.687033,536.879493,130.521143,863.357736,0.024851992,0,0,0,0,0.019135,0.388889,1.02893,219.246002,9.583047,0,0,0.0512,52.588457,13.147114,0.788809,0.055257,0.197786935,0.088385,0.021482,0.432068924,51.868099,6
34,498.502671,740.598784,1095.72691,263.700352,660.386713,0,0,0,0,0,0.062779,0.585612,1.379932,226.347496,151.211763,1,0.5,0.2999,98.900099,4.495459,0.351319,0.598057,0,0.03684,0,0.604487137,16.0659,2
35,830.001696,506.852817,1464.294837,391.735539,631.50292,0,0,1,0,0,0.01409,0.388889,1.1759,199.990005,0,0.541108,0,0.1945,57.383866,14.345967,0.286056,0.557928,0.003448719,0.046714,0.006881,0.618803794,64.273201,1
36,174.592293,965.849647,486.921486,167.0979,816.295496,0,0,0,0,0,0.019135,0.388889,1.02893,219.246002,3.180786,0,0,0.0512,54.005655,13.501414,0.688579,0.132151,0.289644771,0.078983,0.030949,0.557472233,66.247299,8
37,449.473159,695.819876,1045.847132,248.497085,611.697256,0,0,0,0,0,0.059833,0.597403,1.397645,220.803993,151.26667,1,0.5,0.2999,55.071011,9.178502,0.323674,0.609398,0.015437333,0.029,0.00123,0.572682558,15.5253,2
38,800.159791,464.503349,1427.353541,401.502743,595.099257,0,0,0.902293,0,0.09277,0.01409,0.388889,1.1759,199.990005,0,0.475312,0,0.1945,54.217182,13.554295,0.527517,0.400848,0.000300058,0.043714,0.000013,0.673269111,0,1
39,137.429711,922.639246,436.973085,146.116563,769.603854,0,0,0,0,0,0.019135,0.388889,1.02893,219.246002,0,0,0,0.2184,16.43152,4.10788,0.683039,0.097033,0.288621044,0.064963,0.024619,0.573246032,66.247299,8
40,105.282866,897.92629,437.436191,99.081565,752.621826,0,0,0.019722,0,0.077428,0.019135,0.388889,1.02893,219.246002,40.326191,0.009544,0,0.1637,35.266996,8.816749,0.501213,0.203623,0.472944047,0.064563,0.04419,0.723746845,64.1491,2
41,400.683577,651.800614,995.97941,242.824478,563.237477,0,0,0,0,0,0.058216,0.536024,1.361897,230.542744,160.589967,1,0.5,0.2999,100.104468,5.005223,0.163946,0.709379,0,0.076776,0,0.487261301,18.126801,2
42,772.404406,423.82419,1391.228555,417.07574,560.79436,0,0,0.85664,0,0.132555,0.01409,0.388889,1.1759,199.990005,0,0.290066,0,0.1945,53.42231,13.355578,0.87524,0.080686,0.001731102,0.043271,0.000075,0.245582778,62.983501,3
43,815.154435,455.973508,1426.687032,463.974828,599.163683,0,0,0,0,0,0,0,0,0,0,0,0,0.1945,0,0,0.451173,0.089246817,0.051408986,0.195578752,0.016473546,0.790843278,62.983501,1
44,110.866505,880.148177,387.03801,119.304839,723.35458,0.030379006,0,0,0,0,0,0,0,0,0,0,0,0.3856,0,0,0.271883,0.522423,0.306737479,0.099157,0.039968,0.65467493,90.091599,6
45,66.99954,854.206801,387.560789,90.804726,705.259788,0.0945763,0,0.480309,0,0.352223,0.066206,0.795211,1.401154,217.335602,28.814766,0.022382,0,0.378,137.709864,5.737911,0.252385,0.495953,0.200768378,0.095337,0.032457,0.705317241,68.482234,7
46,352.23364,606.52331,946.125651,247.339146,515.072207,0,0,0,0,0,0.044578,0.433163,1.23753,278.217987,181.482329,1,0.5,0.2579,50.040797,12.510199,0.337258,0.592485,0.012961728,0.037376,0.000486,0.623319472,18.126801,2
47,746.968166,385.344685,1355.985123,437.835464,528.996694,0,0,0.132911,0,0.268224,0.049057,0.582575,1.209953,230.698003,0,0.045203,0,0.1811,61.103865,4.700297,0.464304,0.476178,0.036357814,0.045345,0.001703,0.608142012,62.983501,2
48,780.156094,420.446694,1392.341427,482.721826,569.512342,0,0,0,0,0,0.071398,0.612911,1.1886,269.5,0,0.113767,0,0.1811,40.099338,10.024835,0.451173,0.085984016,0.049250731,0.193773243,0.023399594,0.794807303,62.983501,3
49,103.420687,838.485808,337.122181,79.264668,676.871781,0.161015151,0,0.082313,0,0.205554,0.090432,0.451389,1.33827,235.121994,0,0.084078,0,0.3856,19.884437,9.942219,0.707914,0.234726,0.000761293,0.047256,0.000036,0.488983837,90.091599,1
50,53.790286,811.213224,337.722236,55.027746,658.288026,0,0,0.735313,0,0.367787,0.087949,0.6566,1.353326,217.366397,17.303341,0.590017,0,0.378,128.486234,5.353593,0.393471,0.435332,0.253386028,0.057088,0.020783,0.710802417,72.747,8
51,304.285631,560.413118,896.288184,261.514013,467.292522,0,0,0,0,0,0.044578,0.433163,1.23753,278.217987,150.39906,1,0.5,0.216,50.040797,12.510199,0.294265,0.591425,0.063589328,0.039435,0.002667,0.61980563,20.320101,2
52,739.345524,388.122411,1358.967774,459.246935,542.854949,0,0,0,0,0.000362,0.068133,0.519419,1.318523,226.471334,0,0.075705,0,0.1676,83.379171,5.558611,0.259867,0.5435,0.03302415,0.138422,0.004057,0.644836701,52.4788,3
53,79.359003,769.067313,287.939668,8.7918,611.796437,0,0,0.86763,0,0.202023,0.083232,0.417659,1.109073,235.021332,0,0.998681,0,0.378,114.756239,8.827403,0.386506,0.513613,0.345352527,0.044215,0.023796,0.659428533,0,8
54,59.121975,742.612265,297.177046,42.690292,594.511901,0.056141395,0,0.99766,0,0.002337,0.042299,0.502778,1.04394,190.160995,33.347492,0.984331,0.5,0.3704,32.602286,0,0.502594,0.354542,0.519552481,0.059537,0.06376,0.618289548,0,1
55,257.120504,515.029319,846.469887,276.809097,420.030027,0,0,0,0,0,0.044578,0.433163,1.23753,278.217987,104.854509,1,0.5,0.216,50.040797,12.510199,0.789543,0.175227,0,0.032208,0,0.440936395,21.0096,2
56,699.728574,359.864681,1326.639428,436.116765,519.652465,0,0,0,0,0.26875,0.069567,0.470671,1.476793,203.87,0,0.196378,0,0.1676,48.673414,12.168353,0.429087,0.525107,0,0.038111,0,0.538709324,41.974098,5
57,121.253074,727.916319,238.248183,46.114409,565.84553,0,0,0.981112,0,0.018709,0.047445,0.392857,1.07054,258.971008,0,0.670043,0.5,0.378,6.440264,1.610066,0.473721,0.320431,0.447543666,0.05867,0.047573,0.667344257,0,9
58,109.0865,699.907574,249.333392,62.223018,547.171049,0.195742617,0,0.883858,0,0.151948,0.047445,0.392857,1.07054,258.971008,10.633013,0.749046,0.5,0.3704,45.370446,11.342611,0.362744,0.562273,0,0.038336,0,0.637992446,0,2
59,211.263252,470.582125,796.674358,236.162155,373.481119,0,0,0,0,0,0.043963,0.483739,1.249797,285.829994,59.414993,1,0.5,0.216,100.060233,5.003012,0.416052,0.470551,0.112512473,0.08911,0.011316,0.639857679,21.0096,2
60,661.519727,336.698933,1295.434651,417.71751,500.385723,0.079104192,0,0,0,0.309379,0.063551,0.654762,1.43428,207.725998,0,0.360009,0,0.1676,54.022777,27.011389,0.473721,0.320431,0.447543666,0.05867,0.047573,0.667344257,34.934299,3
61,695.686307,382.950477,1335.316415,465.420138,547.624577,0,0,0,0,0,0.060001,0.518769,1.285143,213.587997,0,0.291069,0,0.1676,65.374688,5.028822,0.630542,0.311786,0,0.03632,0.00004,0.598910824,17.651699,3
62,167.650722,687.938809,188.71974,95.7903,518.877664,0,0,1,0,0,0,0,0,0,0,0.147038,0.5,0.378,0,0,0.484251,0.283633,0.382215653,0.168181,0.041861,0.668774844,0,6
63,159.073319,658.231151,202.534156,104.503334,500.347792,0.03625678,0,0.862899,0,0.366317,0.047445,0.392857,1.07054,258.971008,0,0.993458,0.5,0.3704,52.488982,13.122245,0.436448,0.408361,0.044291653,0.139743,0.008722,0.670752874,0,8
64,167.789659,427.363865,746.906148,199.149977,327.949796,0,0,0,0,0,0.069168,0.662188,1.29134,274.079987,13.975476,1,0,0.216,50.038238,12.50956,0.357466,0.435559,0.270562832,0.139895,0.04177,0.678991851,21.7383,2
65,160.245342,318.799804,832.095405,44.339381,217.128046,0.347069481,0,0,0.000085,0.0008,0,0,0,0,189.615556,0.639946,2.75,0.2922,0,0,0.451173,0.093770903,0.053967611,0.191434708,0.015994451,0.791368421,26.65495,3
66,191.89292,304.648976,855.746316,32.50039,177.908386,0.073045883,0,0,0.122578,0.620669,0.178844,1.167087,1.26253,209.798199,169.69949,0.564336,2.2,0.3757,89.539306,3.730804,0.454917,0.426487,0.139298107,0.092012,0.014356,0.670065792,34.621552,5
67,222.914959,257.091219,881.601244,54.633446,145.458583,0,0,0,0.350987,0.7178,0.191931,1.277832,1.27269,192.917669,148.846912,0.942579,2.2,0.4592,81.861052,6.297004,0.496384,0.374357,0.177858439,0.078515,0.0199,0.624002252,38.59655,6
68,259.921652,210.66749,909.472236,99.565815,125.159917,0.023786773,0,0,0.555117,0.686428,0.18097,1.589323,1.267177,230.628998,142.346807,0.776358,2,0.4592,75.944593,5.062973,0.276939,0.452321,0.14563031,0.130002,0.016012,0.729907848,38.59655,11
69,300.711576,166.330056,939.179824,98.112805,123.173903,0.13961511,0,0,0.754013,0.471364,0.146624,1.33757,1.27674,267.192993,142.393663,0.650736,2,0.4592,50.687439,12.67186,0.86449,0.013481,0.29321054,0.07668,0.03311,0.302103248,39.0837,10
70,343.941329,126.295621,970.555376,82.183388,140.28049,3.44E-05,0,0,0.46861,0.701615,0.238611,1.627817,1.191057,235.919662,152.122378,0.713939,2,0.4592,68.043392,5.234107,0.668332,0.281512,0.000782779,0.040974,0.000032,0.502230117,31.53315,11
71,661.035332,368.123146,1306.234547,453.768653,534.07852,0.002897494,0,0,0,0,0.044356,0.417478,1.16213,231.848999,0,0.344789,0,0.1676,52.583456,13.145864,0.620891,0.233481,0.182758057,0.100919,0.023239,0.639171881,17.651699,3
72,54.350131,223.631673,545.418121,35.242422,65.221878,0.047459954,0,0,0.417804,0.364635,0.073617,0.353771,1.38968,184.273003,349.404915,0,2,0.1033,49.630903,8.271817,0.516099,0.346093,0.256759281,0.096493,0.037231,0.664125829,55.8256,12
73,209.066443,617.791134,157.711852,151.559196,454.202234,0,0,0.862899,0,0.272991,0.034377,0.399471,1.204067,241.079005,0,0.937223,0.5,0.3538,92.838561,7.141428,0.39688,0.451925,0.187895533,0.11245,0.024965,0.662152655,0,8
74,214.257634,588.790565,187.824312,172.381423,436.404845,0.028024603,0,1,0,0,0,0,0,0,14.775161,1,0.5,0.3538,0,0,0.291219,0.474015,0.274304706,0.101786,0.041395,0.70098851,99.183701,1
75,129.130081,385.787778,697.171109,168.96409,283.926031,0,0,0,0,0,0.069168,0.662188,1.29134,274.079987,0,1,0.5,0.2333,50.038238,12.50956,0.587989,0.336298,0.018388915,0.04895,0.001388,0.595120591,21.7383,1
76,134.93681,337.265091,714.76258,97.338802,296.010408,0,0,0,0,0.028901,0,0,0,0,0,0.970666905,1,0.2333,0,0,0.451173,0.093245516,0.049980612,0.195955969,0.025489386,0.79609539,20.7799,1
77,99.615075,317.197528,728.56334,86.242865,269.10377,0,0,0.092196,0,0.514005,0.157972,0.801039,1.20114,213.485992,37.574103,0.624110797,1,0.2541,35.320363,17.660181,0.587989,0.336298,0.018388915,0.04895,0.001388,0.595120591,21.08525,2
78,81.476277,293.564643,745.468668,101.984416,244.933457,7.86E-05,0,0.365093,0,0.367869,0.121901,0.724393,1.295097,189.870997,87.574103,0.223421,1.5,0.2922,79.154332,6.088795,0.417528,0.439792,0.290177476,0.079236,0.031932,0.639676677,21.3906,2
79,91.398054,277.030915,765.272847,82.661198,229.277032,0.094867942,0,0.419631,0.192205,0.681382,0.173121,1.173063,1.269583,223.696665,137.574103,0.187657,1.5,0.2922,85.570672,5.704711,0.559423,0.332226,0.203468244,0.058622,0.013462,0.650832435,26.9963,6
80,122.755142,268.909011,787.757275,86.798551,193.627933,0.289056985,0,0,0.889942,0.103766,0.154118,1.03325,1.25497,235.007996,169.244796,0.297781,1.666667,0.2922,51.384985,12.846246,0.29428,0.341712,0.266323982,0.141889,0.040751,0.786253003,26.9963,5
81,152.235896,269.959227,812.699526,82.192938,148.31919,0.173930059,0,0,1,0,0.157549,1.2608,1.284755,219.268997,130.388985,0.255294,1.8,0.3757,56.910818,9.485136,0.226174,0.575099,0.289837359,0.094614,0.037941,0.631152128,35.470001,3
82,189.852454,244.866245,839.880655,93.189148,107.263169,0.307997104,0,0,1,0,0,0,0,0,101.778062,0.179116,1,0.4592,0,0,0.451173,0.087039637,0.049111925,0.189487492,0.022023017,0.794724991,36.523201,1
83,232.18988,195.561689,869.090622,103.746238,77.538333,0.079746342,0,0,1,0,0.155334,1.155902,1.36025,206.876333,92.346807,0.334119,1.166667,0.4592,75.772774,5.051518,0.386662,0.47212,0.308640493,0.073752,0.028671,0.685822601,36.523201,5
84,277.092632,146.72856,900.131937,62.579612,74.289963,0.298736522,0,0,1,0,0.084067,0.440276,1.4799,217.932999,92.419016,0.108914,2,0.4592,50.008984,12.502246,0.180124,0.277063,0.076696033,0.061009,0.010521,0.90428643,37.2509,1
85,323.494224,99.066476,932.821794,32.314,100.128937,0.089965274,0.016400439,0,0.909226,0.194594,0.137232,0.794503,1.279964,222.946799,105.651572,0.643128,2,0.4592,112.312598,5.105118,0.47271,0.367255,0.226566585,0.113342,0.02799,0.682164547,30.0731,13
86,628.455236,359.691859,1278.447282,447.432761,517.151909,0.038866578,0,0,0,0.282677,0.044356,0.417478,1.16213,231.848999,0,0.33251,0,0.1676,50.293753,12.573438,0.771889,0.035763,0.085019983,0.047786,0.004503,0.528083878,33.793301,3
87,26.083478,187.385011,520.32664,40.210687,42.546552,0.080278885,0,0,1,0,0.090507,0.839833,1.5289,154.873001,282.509393,0.00491,3,0.1166,17.679859,8.839929,0.234225,0.528912,0.253483426,0.121161,0.035773,0.664561567,45.24295,10
88,17.910951,173.985488,498.959179,8.615256,15.321833,0.142550566,0,0,1,0,0.084464,0.623248,1.442187,187.56367,300.243356,0,2,0.1033,70.614102,5.431854,0.257003,0.537215,0.170841069,0.122337,0.026979,0.657805602,55.8256,12
89,259.06222,578.846717,117.157894,200.048576,407.749661,0,0,0.95585,0,0.045148,0.033021,0.416667,1.15488,266.022003,0,0.970468,0,0.3372,20.205047,5.051262,0.375227,0.472599,0.149619159,0.119567,0.025758,0.658017289,132.242004,7
90,263.269426,547.788249,155.341289,216.251238,389.102744,0,0,0.907048,0,0.119656,0.033021,0.416667,1.15488,266.022003,0,1,1,0.3372,32.284948,8.071237,0.179366,0.574081,0.037526582,0.168967,0.006379,0.622472975,140.203995,4
91,100.974185,346.44559,647.476886,149.789899,242.233181,0,0,0.103355,0.078941,0.705719,0.195208,1.637699,1.326687,252.384664,0,0.665992694,1.5,0.2505,86.962708,6.689439,0.232463,0.582661,0.330524448,0.069601,0.032791,0.621374986,49.308601,3
92,148.243899,316.199798,655.091835,101.980406,275.013963,0,0,0,0.135408,0.637875,0.239743,1.85667,1.389537,218.496002,0,0.344674677,2,0.2505,75.353097,5.796392,0.390443,0.388952,0.465527886,0.06948,0.047938,0.71514344,49.308601,2
93,112.241694,291.444812,666.381503,57.991314,257.482988,0,0,0.572643,0,0.47433,0.169913,1.192606,1.699146,193.020398,14.999216,0.052693806,1.5,0.2488,129.202789,8.613519,0.368183,0.472736,0.24979699,0.108373,0.035364,0.657838874,27.6971,2
94,52.381863,228.964777,720.292504,56.111707,180.763207,0,0,0.676208,0.295485,0.624806,0.191148,1.16765,1.351966,192.0354,139.28652,0,1.5,0.2861,100.471356,4.56688,0.572039,0.312909,0.142050841,0.078763,0.013532,0.64929065,25.80145,6
95,165.519876,232.642759,799.110929,111.503698,82.780285,0.3410747,0,0,1,0,0.1308,0.949305,1.40906,179.317993,59.683703,0,1.5,0.4157,50.017956,25.008978,0.223614,0.51346,0.363944528,0.093749,0.056547,0.684777025,35.648401,1
96,212.755765,192.634257,829.757357,66.735906,36.869787,0.056710732,0,0,1,0,0.199067,1.412922,1.332047,192.694331,42.346807,0.614627,2,0.4157,72.489503,4.832634,0.342776,0.344893,0.351179501,0.152875,0.055139,0.749570096,35.648401,6
97,309.840908,93.154439,896.289719,18.283324,73.300698,0.360861568,0,0,1,0,0,0,0,0,57.206993,0.209393,2.333333,0.4157,0,0,0.451173,0.085030723,0.055158465,0.186151492,0.025510858,0.795263544,36.127675,11
98,356.336291,44.301758,931.801618,49.621232,121.982777,0,0.406170789,0,0.346995,0.645566,0.123687,0.640648,1.32699,223.565002,83.062364,0.653008432,2.857143,0.3946,53.967412,26.983706,0.165789,0.642401,0,0.167309,0.001568,0.555870668,34.584649,11
99,598.284427,358.108665,1252.04082,446.638737,500.493298,0.030808506,0,0,0,0.266805,0.0525,0.714976,1.31033,198.061,0,0.834433,0,0.0358,98.008629,7.539125,0.494768,0.352255,0.33175537,0.07742,0.037104,0.671807471,33.793301,3
100,57.321603,142.733904,476.675096,10.213445,10.161271,0.300532195,0,0,1,0,0.082322,0.81037,1.548543,179.945338,238.025696,0,2,0.1166,101.047932,16.841322,0.505214,0.272247,0.354528862,0.084651,0.054141,0.680072791,40.414902,12
101,309.059364,541.720554,87.056969,249.135858,360.988438,0,0,1,0,0,0,0,0,0,0,0.929039,0.5,0.3372,0,0,0.270088,0.48964,0.398120161,0.078402,0.060774,0.694724227,132.242004,4
102,312.594381,508.399058,134.103915,262.323924,342.567805,0.049562415,0,0.862898,0,0.364243,0.033021,0.416667,1.15488,266.022003,0,1,1.833333,0.3372,52.489995,13.122499,0.131933,0.375865,0.199432158,0.096777,0.017271,0.85042906,140.203995,8
103,58.099844,431.675325,598.036867,224.605725,144.473317,0,0,0.111707,0,0.514914,0.132916,0.906449,1.40669,213.434006,108.335945,0.860139,1.75,0.2565,15.704956,3.926239,0.225887,0.534374,0.139455404,0.161048,0.023419,0.652374037,68.659203,2
104,12.49237,388.974745,593.773601,188.529076,151.090387,0,0,0.238401,0,0.910168,0.174412,1.310033,1.337983,213.205338,60.231144,0.813663,2.6,0.2535,74.789279,5.753021,0.338499,0.565017,0.050583372,0.08138,0.003772,0.619910834,68.659203,2
105,44.005985,348.222799,593.705385,160.120871,172.580621,0.009358446,0,0.727867,0.022342,0.531146,0.257073,1.58862,1.300813,228.855998,22.748048,0.375125,3,0.2505,124.947931,4.308549,0.226018,0.483325,0.132674681,0.088169,0.012999,0.73240529,54.134998,2
106,109.491796,247.249702,618.258092,47.446208,223.546005,0,0,0.814867,0,0.1848,0.239587,1.628571,1.500975,208.914997,42.871086,0.153631,1,0.2653,159.770643,4.318125,0.231803,0.618615,0.074537675,0.082286,0.006178,0.587814171,31.155701,1
107,60.857817,226.031371,634.16249,14.63325,186.830442,0.032376913,0,1,0,0,0.185789,1.116067,1.526773,191.355164,79.380324,0,1,0.28,97.831276,3.762741,0.399086,0.462192,0.189098716,0.102801,0.024919,0.66670551,28.7177,1
108,20.46691,206.246654,653.51439,56.365959,157.602069,0.012064137,0,1,0,0,0.159804,1.11847,1.27828,173.080002,113.228576,0,0.5,0.28,50.011755,12.502939,0.326107,0.469805,0.229336147,0.135792,0.043466,0.661164525,26.279699,1
109,12.047641,181.943976,676.017791,13.322642,133.351851,0,0,0.638123,0.300295,0.647912,0.199451,1.070207,1.300732,191.342247,155.171263,0.048145,2,0.28,100.029225,4.167884,0.274193,0.395563,0.39426342,0.112547,0.058661,0.760014434,24.6066,6
110,54.893824,169.320815,701.369409,37.8322,123.92851,0.314913746,0,0,1,0,0.148361,0.7026,1.45847,182.651993,140.053672,0.121218,1.8,0.28,50.010427,12.502607,0.22856,0.540075,0.22070066,0.054576,0.041474,0.673861134,24.6066,1
111,104.314516,170.983819,729.27227,87.664462,133.01488,0.236432943,0,0,1,0,0.235101,1.50587,1.32577,191.754664,90.053672,0.054605,1.5,0.326,73.703102,5.669469,0.337059,0.47356,0.069460085,0.09647,0.006966,0.705848384,31.8325,3
112,154.109392,186.551319,759.445217,105.467881,84.851422,0.513532012,0,0,1,0,0,0,0,0,40.053672,0,1,0.3721,0,0,0.4512,0.08664441,0.280598707,0.193660275,0.079027037,0.786017488,34.773602,4
