uid,DT,DF,DL,DP,DC,BD,SL,TL,RL,LE,NQ,BT,DR,HR,DW,DG,SR,NDVI,RD,SB,GVI,SVI,RS,VMI,VHI,SDI,PD,WE
2631,247.69719,25.234877,35.728497,305.120302,313.903062,0.100683535,0,0.759378,0,0.244974,0.042513,0.414612,1.265275,204.221001,299.84981,1,6,0.7344,64.170684,8.021335,0.624021,0.181635,0.697865353,0.039387,0.092524,0.592150766,99.523465,33
2632,230.577459,72.782679,83.393961,289.052084,343.733672,0,0,0.441423,0,0.705444,0.063928,0.571066,1.433175,194.797005,263.424508,1,5,0.7344,96.237285,12.029661,0.669994,0.174809,0.315829257,0.069792,0.029667,0.57783239,131.200335,29
2633,223.557669,122.302239,132.787726,239.383147,375.913597,0,0,0.000067,0,0.030795,0.063928,0.571066,1.433175,194.797005,227.155117,1,3.25,0.4989,34.075695,4.259462,0.471201,0.2797,0.369816445,0.101718,0.057222,0.697284674,142.149002,6
2634,242.078839,221.98846,232.354545,140.750344,450.141558,0.018429614,0,0,0.249474,0.562374,0.016664,0.416667,1.34199,168.820007,146.933602,1,8,0.2634,59.74941,0,0.601459,0,0.29896531,0.127865,0.048835,0.631029835,227.811996,1
2635,330.209576,371.83388,382.129188,32.714091,576.282923,0.127828609,0,0,0,0.321902,0,0,0,0,0,0.200023438,1.333333,0.1565,0,0,0.806279,0.06668,0.224724635,0.082821,0.024786,0.341648847,0,40
2636,95.036394,116.852673,105.821402,65.762195,64.345263,0.100091349,0,1,0,0,0.081387,0.607263,1.368405,174.884754,130.1777,0.278249,3.333333,0.0333,80.939372,3.679062,0.536379,0.258353,0.125980742,0.084238,0.028311,0.697526667,125.603996,19
2637,51.277993,129.532239,71.873665,17.829471,105.189313,0.38521722,0,1,0,0,0.109841,1.01491,1.34448,216.936005,119.287736,0.34454,3.625,0.0449,50.037908,12.509477,0.82501,0.003772,0.414983096,0.089895,0.064534,0.338575814,106.441002,14
2638,35.027832,157.80575,64.292132,36.209306,61.707488,0.548550682,0,1,0,0,0,0,0,0,119.235625,0.22963,4,0.0449,0,0,0.541502,0.092172,0.307921668,0.120722,0.052373,0.719209511,102.889999,10
2639,69.458371,150.564929,90.006293,27.115256,12.201523,0.477583254,0,1,0,0,0.101225,1.14676,1.24927,186.654007,127.882383,0.242464,3.833333,0.0449,50.288549,12.572137,0.702218,0.10867,0.431305389,0.079801,0.058325,0.498733966,102.889999,10
2640,81.24232,92.887212,305.370316,44.235503,67.837634,0,0.099799778,0,0.251269,0.61945,0.230976,1.266837,1.39786,190.078328,482.150547,0.314379,0.666667,0.2553,68.295612,5.253509,0.639446,0.010142,0.301924372,0.123403,0.056984,0.664140424,0,13
2641,108.64842,100.669643,282.107886,73.166848,100.237524,0,0,0,0.936038,0.061871,0.39368,2.387906,1.333421,181.364124,452.930585,0.87869,1,0.3154,117.657394,2.801367,0.583357,0.170057,0.257744334,0.111358,0.043383,0.666916042,210.498993,2
2642,80.730861,88.274533,266.30563,96.571292,142.37709,0,0,0.057173,0.806342,0.337173,0.368715,2.151312,1.334458,193.636875,427.578155,0.728493,0.5,0.3755,153.302132,3.484139,0.596085,0.24969,0.098921296,0.092387,0.020283,0.61792687,174.356499,3
2643,78.933293,102.227243,259.330904,103.542296,188.40093,0.193468574,0,0.807953,0.068529,0.355989,0.31026,2.155163,1.326917,215.631999,406.587846,0.674312,2.666667,0.3755,49.456098,3.297073,0.55546,0.258207,0.196453045,0.13162,0.025248,0.624790267,117.203936,2
2644,78.474119,134.567549,217.613196,130.828131,236.047845,0.178859938,0,0.872672,0,0.196592,0.165975,0.713075,1.263307,191.724004,390.003717,0.424575,2.6,0.3755,88.83091,6.833147,0.79063,0.003746,0.170451587,0.116272,0.03283,0.393279574,75.1838,1
2645,72.386077,175.403653,173.445275,168.851984,284.503532,0.317525785,0,0.862385,0,0.361768,0.180493,0.625026,1.24706,192.578003,360.775857,0.214193,1.5,0.3755,52.674233,13.168558,0.806636,0.049805,0.451527122,0.05833,0.047556,0.420969017,79.879349,1
2646,48.853141,202.279748,133.457948,211.910324,319.671047,0.088474204,0,0.870048,0,0.236958,0.182165,0.701964,1.493897,196.2225,319.851579,0.490018,1.166667,0.3767,102.902432,4.287601,0.484111,0.282776,0.374118228,0.109205,0.0475,0.681540136,84.574898,6
2647,67.331378,214.014725,102.658581,257.489763,334.811814,0.125799542,0,0.625289,0,0.480282,0.305463,1.269153,1.426312,204.4896,281.870263,0.708457,3,0.3779,112.680946,4.024319,0.640122,0.132011,0.4541073,0.085866,0.068901,0.600435855,141.242004,7
2648,37.242366,241.517864,104.853733,204.151048,308.763719,0,0,1,0,0,0.212315,1.755915,1.469713,183.836999,219.873346,0.938993,2.25,0.3779,164.641972,2.655516,0.68191,0.124304,0.443724113,0.09253,0.065851,0.541690693,330.804993,2
2649,36.716824,259.777106,136.8286,154.343772,259.051345,0,0,0.867248,0,0.569637,0.265819,3.179547,1.452906,213.111143,192.528555,0.986591,4,0.3779,136.734911,3.695538,0.560117,0.195102,0.401567616,0.077699,0.052765,0.664221508,185.639347,19
2650,79.430828,285.722613,175.810763,104.72034,209.475929,0.336297233,0,1,0,0,0.236139,1.522177,1.47746,199.350998,170.166308,1,3.8,0.5082,56.910545,3.794036,0.713992,0.14541,0.283555136,0.080274,0.037557,0.544865282,40.473701,9
2651,61.948468,272.920621,206.46549,55.773643,160.164696,0.457246162,0,1,0,0,0,0,0,0,160.763594,1,4.333333,0.6386,0,0,0.4512,0.091515919,0.279555132,0.194934227,0.076528532,0.789250686,38.267799,3
2652,50.081623,263.894688,210.48878,15.970251,111.468808,0.444710936,0,1,0,0,0,0,0,0,160.6472,1,2.8,0.6386,0,0,0.451173,0.089469925,0.05172616,0.193678327,0.023876155,0.798456561,34.48555,2
2653,78.604868,264.187713,196.024648,42.489198,64.790897,0,0,0.291765,0,0.975355,0.056882,0.340981,1.47776,221.296501,166.533161,1,5.333333,0.6386,62.473005,7.809126,0.777384,0,0.38647229,0.070812,0.096585,0.400993753,28.4577,3
2654,105.309704,273.769773,193.767383,12.264169,18.38857,0.427704963,0,0,0,0.056387,0.05357,0.376319,1.48471,237.983002,186.068951,0.962571167,4,0.6386,39.832554,19.916277,0.806838,0.022099,0.381016139,0.054252,0.049672,0.367809642,18.55935,5
2655,78.042397,283.520641,175.57111,19.322353,28.720514,0.005429559,0,0,0,0.208582,0.013555,0.108187,1.07216,193.912994,215.661808,0.75998589,5,0.6459,52.84832,13.21208,0.233241,0.36181,0.041856057,0.128648,0.006476,0.830510244,18.55935,6
2656,78.045486,290.606598,125.741659,66.915978,73.393702,0,0,0,0,0,0.015575,0.311999,1.11346,231.281998,247.452381,1,5,0.6532,28.001108,7.000277,0.415992,0.377778,0.193088014,0.112936,0.034606,0.704715865,12.7823,20
2657,54.947379,305.811111,76.136159,111.675337,120.203395,0.02175956,0,0,0,0,0.039077,0.472931,1.36684,239.774802,283.733429,1,4.4,0.6532,124.242285,3.764918,0.589243,0.25545,0.309252355,0.07805,0.040063,0.603489829,10.99565,28
2658,5.438297,328.007129,27.97257,127.802608,168.071156,0.242631745,0,0,0,0,0.03827,0.556919,1.67727,219.383507,323.692194,1,3,0.6532,62.729082,10.454847,0.188269,0.380585,0.394451256,0.086752,0.057645,0.8133699,10.99565,2
2659,203.736885,66.638543,73.546788,263.130763,273.900735,0.003931688,0,0.836125,0,0.149647,0.041279,0.390464,1.1833,218.199997,265.999601,1,5,0.6743,4.139013,1.034753,0.170996,0.422778,0.436512506,0.036022,0.028372,0.794255141,94.633698,5
2660,182.539817,95.400287,105.295571,288.147958,305.253678,0.07019559,0,0.977836,0,0.021917,0.039649,0.343679,1.17471,201.357002,229.172539,1,5,0.6743,61.473186,7.684148,0.582901,0.015411,0.587627205,0.06502,0.100484,0.657622396,146.884003,22
2661,173.588166,136.97348,147.530284,238.290641,341.083572,0,0,0.181978,0,0.310066,0.092592,0.678365,1.244017,213.113002,192.747237,1,4.333333,0.6238,121.360959,3.467456,0.276933,0.201207,0.142054306,0.101295,0.020918,0.884620485,146.884003,26
2662,196.867937,230.39699,241.083469,138.884117,421.49068,0,0,0,0,0.060426,0.016664,0.416667,1.34199,168.820007,126.178887,1,7.6,0.5733,28.102404,7.025601,0.317736,0.417541,0.016582729,0.046894,0.002761,0.741578839,286.134003,1
2663,224.875635,278.824842,289.48103,89.677099,464.556335,0,0,0,0,0.161428,0.051558,0.657024,1.19753,199.003006,82.949307,1,7,0.5733,55.672453,9.278742,0.268339,0.495598,0.010881809,0.136084,0.005954,0.684087257,210.914993,5
2664,259.578731,325.540164,338.344933,42.369401,508.89172,0.079776919,0,0,0,0.365837,0.053335,0.513633,1.07894,252.552673,35.496829,0.615906,5.833333,0.5733,77.055172,5.927321,0.393526,0.391808,0.291826958,0.074677,0.029863,0.704183433,191.080994,8
2665,298.65228,363.298689,387.498801,23.416879,554.192185,0.008859298,0,0,0,0.256375,0.057448,0.42698,1.0699,268.807007,0,0.284761,2.333333,0.2579,16.405627,8.202814,0.091757,0.53527,0.051533291,0.174079,0.004623,0.689885926,171.246994,39
2666,90.584296,119.470508,141.271454,76.625714,44.366236,0.11282539,0,1,0,0,0.096993,0.927135,1.3789,191.648005,177.168791,0.205712,5,0.0314,86.614353,6.662643,0.81257,0.002234,0.334946281,0.085056,0.029329,0.433776331,120.830997,20
2667,42.462112,128.089729,118.005416,43.182448,94.301864,0.182238067,0,0.695919,0,0.614283,0.119932,1.028468,1.319688,217.189003,169.272346,0.655901,3.2,0.0489,100.2514,4.177142,0.811446,0.012725,0.324353147,0.077819,0.0404,0.36032007,114.253502,20
2668,20.01368,139.685485,113.547051,53.459775,56.959598,0.148915332,0,0.505039,0,0.693096,0.09966,0.836721,1.29188,202.451004,169.235625,0.839348,3,0.0489,50.221704,12.555426,0.766359,0.016652,0.49077959,0.084689,0.084902,0.409890929,111.526501,14
2669,41.055032,106.097619,129.848325,23.514984,13.670003,0.153474155,0,0.81423,0,0.480031,0.11661,1.062087,1.25159,206.54867,175.500887,0.739493,2.666667,0.0489,64.127245,4.27515,0.71635,0.012636,0.380321905,0.065629,0.039017,0.524642533,111.526501,10
2670,23.257535,32.576584,374.598529,20.704331,20.384999,0.058433928,0,0,0,0,0,0,0,0,478.964636,0,1,0.2553,0,0,0.348482,0.365517,1,0.00015,0.282803859,0.670940534,0,9
2671,44.874265,54.14581,348.794907,11.182528,30.574455,0,0.000060524,0,0.593024,0.386959,0.205498,1.209764,1.377918,204.344601,443.941535,0.60918,1,0.2553,126.201019,5.73641,0.574094,0.162183,0.26065956,0.05137,0.020817,0.679295099,0,1
2672,37.956696,38.293005,315.159555,47.247362,127.992759,0.100734556,0.544976158,0,0.455024,0.689096,0.285354,1.877939,1.447023,198.785665,383.976582,0.909511,0.5,0.3755,144.07478,6.548854,0.766359,0.016652,0.49077959,0.084689,0.084902,0.409890929,174.356499,1
2673,29.952524,64.221261,284.985865,60.227119,177.78026,0.083858956,0.265960372,0.413048,0.094311,0.6155,0.393367,2.241042,1.299087,204.054858,360.71454,0.519637,2,0.3755,125.557047,3.393434,0.536251,0.231166,0.42494768,0.114054,0.074862,0.661584486,96.193868,3
2674,28.479983,108.546702,242.785304,100.111431,227.660922,0.472973158,0,0.989714,0,0.010233,0.191861,0.969665,1.22568,207.787003,342.201874,0.308941,3,0.3755,1.192423,0.298106,0.395131,0.415713,0.138700335,0.132412,0.022472,0.686596229,75.1838,1
2675,3.754161,152.742401,171.464937,194.453809,271.758864,0.41404849,0,1,0,0,0.093062,0.441169,1.49458,202.662994,292.071765,0.179127,1.333333,0.3767,50.409344,12.602336,0.665467,0.038425,0.43009935,0.034636,0.030999,0.553794741,84.574898,5
2676,46.48633,167.974544,146.84942,238.449017,287.183315,0.015384114,0,0.650333,0,0.506215,0.189549,2.079402,1.50716,218.286997,249.90344,0.756405,2,0.3779,112.504415,9.375368,0.779915,0.053591,0.310638559,0.086881,0.040431,0.421601094,141.242004,18
2677,78.74735,182.921613,115.253314,261.897349,307.258676,0.115893563,0,0.864747,0,0.324995,0.210072,2.763833,1.481703,190.118663,211.181302,0.642138,2.6,0.3779,85.793332,6.599487,0.800592,0.00428,0.574017249,0.05032,0.065471,0.390719927,141.242004,11
2678,34.092177,193.942215,100.009503,213.856426,315.573521,0.373246777,0,0.86697,0,0.358023,0.232338,1.953775,1.523653,183.932251,178.166651,0.035787,2.2,0.3779,83.08977,4.373146,0.57765,0.100677,0.484525926,0.04871,0.045955,0.710813222,330.804993,10
2679,33.517278,216.256443,108.261142,166.96982,265.804839,0.266136689,0,0.794355,0,0.309274,0.294454,2.778228,1.384945,199.301165,150.668522,0.313138,1.333333,0.3779,95.159249,2.718836,0.33944,0.331602,0.217602345,0.10015,0.025513,0.774784683,185.639347,24
2680,78.003457,246.060714,135.790461,122.569451,216.142955,0.16839418,0,0.96539,0,0.049444,0.258213,2.099277,1.335823,198.727331,124.063904,0.984442413,2.285714,0.5082,76.723443,6.39362,0.33292,0.471215,0.115763224,0.144215,0.028154,0.669250385,40.473701,8
2681,38.316686,225.167973,173.659504,84.661798,166.683358,0.348652111,0,1,0,0,0.16456,1.17635,1.32034,181.645004,110.816123,1,2.2,0.6386,41.334457,10.333614,0.4512,0.086543143,0.278960496,0.189172151,0.076242295,0.786284879,38.267799,4
2682,11.778144,214.13864,165.821104,60.274274,117.681377,0.229315495,0,1,0,0,0.16456,1.17635,1.32034,181.645004,110.6472,1,2.25,0.6386,28.164793,7.041198,0.831718,0,0.282795032,0.086438,0.032106,0.425918136,34.48555,6
2683,61.719372,214.499646,147.026442,35.103988,70.10329,0.108110921,0,0.207908,0,0.840501,0.149997,0.821331,1.373923,211.936335,119.031819,0.887108,4,0.6386,93.361541,7.181657,0.184608,0.555641,0.001690903,0.153345,0.001268,0.645227854,30.7033,3
2684,34.604515,243.922832,157.661178,23.650252,15.79679,0.217908269,0,0,0,0.423656,0.013555,0.108187,1.07216,193.912994,176.823472,0.64958,3,0.6459,64.185624,16.046406,0.493708,0.307581,0.327429322,0.113722,0.063226,0.656671888,19.773399,5
2685,34.61148,267.203191,130.709284,64.039147,63.628578,0.267916752,0,0,0,0.007466,0.013555,0.108187,1.07216,193.912994,213.397558,0.992506425,4.5,0.6532,12.209925,3.052481,0.337611,0.513862,0.03898114,0.123803,0.012147,0.626642219,15.2791,3
2686,44.971808,297.147678,84.087257,62.347647,113.347489,0.004596689,0,0,0,0,0.072195,0.597673,1.28383,290.386993,254.579055,1,3.857143,0.6532,53.180231,13.295058,0.638751,0.137946,0.162867842,0.063455,0.008003,0.637651238,11.7796,17
2687,47.884478,321.206586,45.347731,88.030419,161.474696,0,0,0,0,0,0.054703,0.79659,1.57277,281.407013,298.466871,1,2.6,0.6532,50.108956,12.527239,0.541593,0.031315,0.305370458,0.138503,0.063466,0.755840515,11.7796,26
2688,31.818986,331.133332,45.190338,124.894234,111.98961,0,0,0,0,0,0.049417,0.720346,1.544057,223.217336,342.862246,1,3.5,0.6532,103.906068,7.992774,0.628712,0.139377,0.091540659,0.12697,0.014009,0.621160134,10.3638,16
2689,108.38919,398.84348,128.709292,260.439688,44.096011,0.42378114,0,0,0,0,0.033552,0.309282,1.14146,234.548996,482.283419,1,3.5,0.764,29.136925,7.284231,0.52037,0.348385,0.001176546,0.12419,0.004231,0.600827837,8.44769,12
2690,154.043854,419.265626,134.888966,284.071623,91.717247,0.395315987,0,0,0,0,0.031534,0.438632,1.72252,199.120003,460.635253,1,5,0.764,77.860706,5.190714,0.80739,0.000923,0.38668101,0.098354,0.057468,0.363528223,8.44769,17
2691,201.769179,380.073846,157.556289,242.044552,140.995207,0.174043742,0,0,0,0,0.051206,0.67328,1.41191,258.459015,441.104226,1,5.666667,0.764,50.230896,12.557724,0.805112,0,0.477019226,0.05784,0.053034,0.424527191,8.06846,24
2692,250.383894,343.698402,190.926518,203.652753,190.649531,0.059473096,0,0,0,0,0.051206,0.67328,1.41191,258.459015,426.568916,1,6,0.764,50.076199,12.51905,0.850019,0.003678,0.46545623,0.068807,0.042128,0.296841039,9.09716,28
2693,276.572864,300.46876,184.404934,171.357293,169.198278,0.078264106,0,0,0,0,0.101573,0.939502,1.546354,205.975806,417.551365,1,6.8,0.764,98.984015,4.124334,0.697746,0.094139,0.325856613,0.086953,0.047074,0.532721362,9.09716,25
2694,261.137479,254.837193,143.150273,149.171714,146.558932,0,0,0,0,0,0.092603,0.776245,1.82546,208.104004,414.411926,1,8.333333,0.764,86.699883,10.837485,0.835135,0,0.309832955,0.077189,0.036174,0.416380024,9.75343,24
2695,254.741078,211.193074,109.447803,141.919268,139.035909,0,0,0,0,0,0.133472,0.788694,1.554913,251.575338,403.318465,1,7.5,0.764,61.580678,4.105379,0.510833,0.297226,0.169217038,0.150108,0.029745,0.648933658,42.459715,16
2696,258.056681,171.064414,92.008927,151.756242,148.937729,0,0,0,0,0,0.110593,0.567996,1.342847,227.351674,362.801657,1,7.5,0.7192,61.72643,4.115095,0.383539,0.441727,0.385847449,0.095101,0.064406,0.647061202,75.166,17
2697,233.426749,137.562906,99.762035,172.179929,173.302944,0,0,0,0,0,0.03802,0.296893,1.16612,184.514008,322.145621,1,6.5,0.6743,50.802182,12.700545,0.831491,0.011414,0.30701278,0.079857,0.036594,0.365144335,77.601299,20
2698,198.457558,116.55073,117.744246,193.67902,204.671415,0,0,0,0,0,0.03802,0.296893,1.16612,184.514008,281.02675,1,6,0.6743,50.433313,12.608328,0.436628,0.301994,0.413645109,0.088463,0.048284,0.713156772,96.810799,29
2699,163.289738,115.085151,120.589115,224.448653,234.624345,5.24E-05,0,0.303867,0,0.361956,0.03802,0.296893,1.16612,184.514008,236.909143,1,5.4,0.6743,50.369446,12.592361,0.870582,0.023648,0.267190134,0.0751,0.029453,0.281457929,113.584999,28
2700,135.924998,133.809982,142.196209,261.233292,270.567512,0.051420569,0,0.102614,0,0.23363,0.051222,0.385033,1.336415,188.759506,195.642146,1,7,0.6743,84.979107,14.163184,0.842861,0.002217,0.252173739,0.077049,0.02727,0.375425467,147.093002,21
2701,123.643324,166.029006,175.77767,247.508724,310.427082,0,0,0,0,0.057607,0.088841,0.86423,1.329104,224.011404,158.495268,1,6.714286,0.6238,111.75503,4.29827,0.491497,0.288404,0.146418574,0.084334,0.016074,0.725863247,147.093002,5
2702,130.765967,194.755396,215.81431,200.034378,352.878405,0.138827286,0,0,0,0.345582,0.016664,0.416667,1.34199,168.820007,122.069966,0.910029,4,0.5733,55.145074,13.786269,0.57765,0.100677,0.484525926,0.04871,0.045955,0.710813222,209.091995,1
2703,154.634423,221.222068,259.333461,154.165289,397.091127,0.03236462,0,0,0,0.218438,0.030989,0.494946,1.439735,180.262001,85.741225,1,4.8,0.5733,85.495453,10.686932,0.652885,0.105638,0.415779241,0.101233,0.065917,0.571420327,205.681,6
2704,189.007596,254.850433,304.847291,111.893345,442.537635,0,0,0,0,0.323048,0.052579,0.608588,1.35469,218.401998,56.892225,1,4.5,0.5733,97.078947,6.47193,0.390559,0.203993,0.104177763,0.131331,0.017392,0.803849953,202.270004,6
2705,229.207194,293.186429,351.581994,79.204196,488.873965,0.075847373,0,0,0,0.056122,0,0,0,0,15.189175,0.942172458,4.625,0.5733,0,0,0.411239,0.35413,0.22195206,0.044916,0.015437,0.723475235,202.270004,33
2706,272.668305,334.615932,399.108914,70.897734,535.869339,0,0,0,0,0.227738,0,0,0,0,0,0.098299,2,0.2579,0,0,0.490707,0.295251,0.172463895,0.065227,0.01024,0.729101133,0,32
2707,73.720575,69.510905,148.73479,91.970966,69.25614,0.254639671,0,1,0,0,0,0,0,0,225.423875,0.241932,4.75,0.0295,0,0,0.772809,0.000086,0.219052146,0.081824,0.042372,0.426423572,116.057999,27
2708,44.10864,83.459824,124.909256,91.714544,108.263067,0,0,0.246108,0,0.558018,0.139929,1.06722,1.28487,246.888,219.263972,0.753892588,3.333333,0.053,50.016751,12.504188,0.16358,0.515446,0.085231056,0.141667,0.014467,0.69965161,122.066002,17
2709,10.027081,69.596062,132.52506,23.913325,62.72965,0.062061532,0,0.464136,0,0.690572,0.154069,1.139602,1.27215,211.493337,224.107393,0.645576,2.5,0.053,71.699495,4.779966,0.381712,0.263419,0.198011995,0.142666,0.028841,0.777602,120.163002,8
2710,46.802583,39.853256,161.378983,16.348708,76.664739,0.399197819,0,1,0,0,0.092132,0.327005,1.39427,173.563004,239.378308,0.002456,2.75,0.053,48.12272,24.06136,0.593948,0.14102,0.228481741,0.129467,0.027824,0.647473188,0,2
2711,66.944091,59.113734,444.293917,39.464685,42.79863,0.000568537,0,0,0.000569,0.004248,0,0,0,0,486.153365,0,0.5,0.2553,0,0,0.639446,0.010142,0.301924372,0.123403,0.056984,0.664140424,0,11
2712,30.891713,19.104149,416.810406,4.149965,5.774912,0.267511036,0,0,0.36574,0.245809,0,0,0,0,446.118884,0,0.333333,0.2553,0,0,0.639446,0.010142,0.301924372,0.123403,0.056984,0.664140424,188.822006,9
2713,49.26545,47.281111,393.782609,49.62263,45.229502,0.106094972,0.298404202,0,0.661841,0.445656,0.16813,1.599105,1.327165,210.205498,408.287917,0.238141,0.75,0.2553,51.576818,6.447102,0.621474,0.002836,0.234305955,0.108504,0.022374,0.700266169,188.822006,1
2714,20.945689,52.899258,311.801347,39.161265,180.87767,0.239375428,0.339501921,0.52758,0,0.603014,0.189169,1.09452,1.24187,201.248001,315.800437,0.298757,1.833333,0.3755,109.436077,4.974367,0.290962,0.502947,0.15508424,0.13671,0.037133,0.671265273,204.663996,3
2715,21.541392,102.256284,262.561715,87.967859,208.960796,0.68304569,0,0.999873,0,0.000127,0.087331,0.488095,1.2996,185.416,295.129372,0,2.333333,0.3755,18.757093,9.378547,0.418174,0.254743,0.087382329,0.167419,0.019871,0.75140077,233.677994,1
2716,51.39609,103.650305,165.456347,171.575757,224.758053,0.374130711,0,0.976885,0,0.023144,0.113487,0.445458,1.28926,213.319,270.259991,0.334941,1.666667,0.3767,39.354784,2.071304,0.20765,0.48688,0,0.195073,0.007368,0.701346119,261.049011,9
2717,69.198578,125.014367,118.719741,218.605097,240.519359,0.022452306,0,0.751028,0,0.042132,0.208191,1.627214,1.34703,233.970108,224.616591,0.721069,1.5,0.3779,119.894241,2.103408,0.537211,0.264456,0.279220446,0.118175,0.04912,0.63463804,273.071014,17
2718,104.768449,133.202929,76.242713,266.717335,264.165099,0.065163112,0,0.671123,0,0.055849,0.286482,1.037841,1.260137,221.613663,180.550343,0.513751,1,0.3779,79.226443,5.281763,0.171639,0.517311,0.029569717,0.193215,0.011834,0.69083933,273.071014,9
2719,76.802934,176.208834,65.192789,192.186996,275.562684,0.105889889,0,0.999089,0,0.000911,0,0,0,0,108.808488,0.719464,0.75,0.3779,0,0,0.611172,0.047014,0.229610213,0.132112,0.034542,0.633391194,134.195851,17
2720,102.118401,204.354656,104.731438,143.156104,228.035869,0,0,0.868313,0,0.345881,0.310459,1.342207,1.48819,203.022832,81.463697,0.968286,1.4,0.5082,188.578967,2.77322,0.544495,0.163601,0.271984029,0.1064,0.036581,0.699095631,25.5767,19
2721,64.021279,178.649283,150.622868,93.26756,181.840376,0.094636529,0,1,0,0,0.170911,0.880615,1.50971,197.492666,60.954845,1,1.5,0.6386,78.745103,6.562092,0.268834,0.301564,0.037455582,0.118208,0.00922,0.838729251,0,2
2722,52.623952,164.530567,125.250752,43.63491,138.316619,0.073663356,0,0.824427,0,0.590973,0.310658,1.43469,1.432384,219.460001,60.6472,0.589554,2,0.6386,114.879369,4.418437,0.323893,0.263121,0.210316885,0.156878,0.021811,0.820506291,23.6646,8
2723,80.248592,165.000147,99.034777,10.448583,100.980453,0.362389814,0,0.000379,0,0.045472,0.237638,1.02349,1.36138,219.335007,74.858893,0.296413,3,0.6386,12.510119,3.12753,0.883686,0.018406,0.205190015,0.070949,0.017024,0.326608226,23.6646,1
2724,79.39677,179.943852,94.488217,30.017678,69.636759,0.146193324,0,0.375945,0,0.735617,0.113434,0.564496,1.362943,249.418666,106.303336,0.914323,3.2,0.6386,80.347868,6.180605,0.417614,0.340774,0.267330067,0.144867,0.041702,0.702491628,22.2183,1
2725,36.115497,198.720192,114.22854,50.261284,60.401453,0.28168333,0,0.120924,0,0.621133,0.062034,0.326858,1.37034,279.061005,143.430739,0.67169331,2,0.6459,41.904531,20.952266,0.879169,0,0.207166059,0.106549,0.014278,0.234514851,22.2183,3
2726,36.122171,226.691226,119.417339,37.959867,86.298278,0.313258418,0,0,0,0.27245,0.038278,0.282225,1.17426,180.852997,186.666426,0.407902,2.5,0.6532,57.795289,9.632548,0.732997,0.13891,0.439974451,0.061734,0.050767,0.438276358,14.89445,5
2727,11.667965,261.319936,115.518911,17.409111,127.461564,0.175757663,0,0,0,0.603371,0.050547,0.414256,1.261945,234.865746,231.070695,0.619352,2,0.6532,91.983492,3.832646,0.308151,0.087545,0.190011309,0.097455,0.011883,0.899039051,9.9667,5
2728,40.543356,271.661545,91.270854,55.564724,163.247723,0.436310394,0,0,0,0.519206,0.053435,0.494899,1.41543,287.369995,277.022126,0.776767319,2.5,0.6532,51.917144,12.979286,0.489104,0.139955,0.358871097,0.104708,0.071073,0.736576122,9.9667,4
2729,54.04501,283.329504,91.192756,102.457434,114.531281,0.112652856,0,0,0,0.046645,0.062573,0.771049,1.34653,259.127495,324.174105,0.987536303,4.166667,0.6532,66.95313,8.369141,0.151827,0.505523,0.114281586,0.174515,0.018762,0.709511389,8.70877,24
2730,5.611309,302.904639,115.333727,151.352611,67.712698,0,0,0,0,0.000588,0.038696,0.337313,1.110175,244.459999,372.070481,0.999412123,5.666667,0.7086,53.925517,6.74069,0.523873,0.024944,0.516677632,0.046733,0.053755,0.725266495,7.9703,29
2731,44.883926,328.978469,152.602813,200.792679,32.443868,0,0,0,0,0.101266,0.038696,0.337313,1.110175,244.459999,420.456936,0.892767732,5,0.764,101.290675,12.661334,0.320047,0.412714,0.444957979,0.068595,0.046432,0.747832408,7.23183,29
2732,94.846505,360.142258,159.066686,250.45516,50.201591,0,0,0,0,0.030535,0.038696,0.337313,1.110175,244.459999,442.555864,0.968979644,5,0.764,54.984762,6.873095,0.180758,0.41602,0.144921077,0.171093,0.016483,0.782493319,7.36306,25
2733,144.834913,391.808676,178.551132,262.697714,94.803982,0.020632435,0,0,0,0,0.009842,0.333333,2.61419,104.351997,416.225653,1,4.375,0.764,0.55042,0.137605,0.343682,0.472965,0.000146061,0.164102,0.000137,0.655100641,7.36306,23
2734,194.829271,349.551859,200.413086,216.561694,143.022341,0.334394958,0,0,0,0,0.009842,0.333333,2.61419,104.351997,394.502087,1,2.6,0.764,51.556304,12.889076,0.274676,0.52409,0.090914316,0.161348,0.015554,0.630657075,7.417525,7
2735,244.825933,309.61099,227.583735,172.591558,171.398502,0.209640842,0,0,0,0,0.009842,0.333333,2.61419,104.351997,378.17985,1,1.833333,0.764,50.723569,25.361784,0.220941,0.43657,0.067156004,0.177376,0.034111,0.744236547,9.09716,1
2736,212.676357,241.254827,179.267785,102.789116,100.40106,0.081381917,0,0,0,0,0.129121,1.044365,1.75643,229.630005,364.412133,1,3.666667,0.764,66.685476,11.114246,0.62467,0.172601,0.257224312,0.131382,0.033248,0.582498058,9.75343,8
2737,204.771742,216.509479,153.700227,91.94825,89.060855,0.216463013,0,0,0,0,0.157604,1.368262,1.635589,221.355501,364.410415,1,5.2,0.764,148.379312,3.225637,0.320525,0.305322,0.143508926,0.141241,0.023289,0.800387938,42.459715,23
2738,208.882024,201.36737,141.81178,106.505207,103.842666,0,0,0,0,0,0.146603,0.836415,1.526315,254.806503,333.503393,1,6,0.7192,75.901707,9.487713,0.677395,0.003661,0.579205246,0.050058,0.131318977,0.491109166,75.166,19
